turns,victory_status,winner,time,white_rating,black_rating,opening_code
13,1,0,10,1904,1752,A08
59,1,0,10,1890,1959,A04
33,1,0,10,1895,1760,A05
30,1,1,10,1719,1907,B02
30,1,0,10,1900,1725,A13
69,1,0,10,1890,1846,D02
110,2,1,10,1856,1878,B06
86,2,1,10,1746,1870,A46
64,0,1,10,1383,1226,A40
26,1,1,15,1290,975,C21
16,1,0,180,1496,954,D00
3,1,0,10,1146,996,C00
29,0,0,10,1777,1197,C50
68,0,1,10,1500,1669,D02
29,2,0,10,1555,1500,A40
54,1,1,12,1713,1768,A45
94,1,0,12,1701,1758,D00
52,0,1,10,1277,1342,A03
11,1,0,10,1341,1259,D00
6,2,1,15,1101,1478,A00
25,1,0,10,1070,1265,A00
29,0,0,10,1257,1091,C40
15,1,1,10,1116,1247,B10
3,1,0,10,1236,1150,B00
29,1,0,9,1535,1160,A06
14,1,1,14,1171,1554,A00
16,0,1,9,1199,1503,A00
13,1,0,9,1498,1238,A06
12,1,1,9,1304,1493,A02
13,1,0,9,1460,1500,B00
69,1,0,8,2235,1500,D38
54,1,1,8,2022,2226,B06
32,1,0,8,2216,2029,C45
31,1,0,8,2210,1912,B40
47,1,0,8,2202,1965,C00
51,0,0,30,1503,1500,A40
44,1,1,15,1892,2344,C00
56,2,1,10,1603,2241,C47
53,2,0,10,2238,1742,A13
96,1,1,10,1613,2237,A20
72,0,1,8,2069,2244,D90
65,1,0,8,2229,2077,B83
53,0,0,30,1694,1495,C24
23,1,1,30,1408,1690,D30
69,0,0,30,1695,1702,A00
53,0,0,30,1709,1442,B13
31,1,0,30,1675,1722,C45
53,1,1,30,1696,1711,C45
49,0,0,30,1707,1404,C23
71,2,0,30,1697,1660,C50
77,0,0,30,1552,1713,C45
29,0,0,30,1703,1679,B20
26,0,1,30,1657,1693,C22
53,1,0,30,1685,1579,B20
26,1,1,30,1695,1716,C24
112,1,1,30,1527,1677,C20
101,0,0,30,1670,1522,C23
44,1,0,30,1650,1574,C23
56,1,0,30,1666,1661,C64
31,0,0,30,1773,1670,D06
34,1,1,30,1687,1657,C55
116,1,1,30,1688,1484,C50
47,1,1,30,1631,1677,C51
35,1,0,30,1670,1542,C23
73,1,0,30,1502,1687,D06
28,0,1,30,1706,1482,B01
2,1,1,180,856,1423,D00
3,1,0,180,1420,859,C20
2,1,0,180,1417,861,A00
2,1,1,180,864,1414,A00
2,1,1,180,867,1410,A00
3,1,0,180,1407,871,A00
2,1,0,180,1403,874,A00
2,1,1,180,877,1399,A00
3,1,0,180,1386,889,A00
2,1,1,180,897,1375,B07
2,1,0,180,1348,919,A00
9,0,0,20,1393,1195,C42
43,1,0,20,1387,1228,B01
40,1,1,20,1369,1062,C41
31,1,0,20,1992,1816,D26
11,0,0,15,1693,1500,A45
29,1,0,10,1475,1147,D00
44,1,1,8,1196,1172,D00
4,1,0,10,1448,1181,A40
7,2,0,10,1573,1403,B06
15,2,0,9,1585,1441,B00
28,2,1,20,1500,1212,A00
66,2,1,20,1545,1706,B01
91,2,0,10,1567,1796,B56
37,1,1,11,1954,1787,B20
55,1,0,11,1796,1669,D06
53,0,0,11,1774,1690,A40
75,1,0,10,1743,1738,C60
67,1,0,10,1735,1759,A03
65,0,0,9,1765,1654,A01
39,2,0,10,1687,1763,B21
87,0,0,9,1580,1716,A00
74,0,1,30,1617,1500,D02
149,2,0,8,2131,1924,C05
120,2,1,8,1937,1869,C46
20,1,0,180,1276,1111,B01
54,0,1,12,1144,1096,A40
52,1,1,14,1129,1208,B01
46,1,1,30,1141,1230,B01
30,0,1,15,1151,1248,C20
69,0,0,30,1216,1182,A41
18,1,0,60,1028,1220,A40
74,1,0,30,1202,1201,B01
61,2,0,10,1517,1212,A45
14,1,1,10,1500,1549,A03
23,1,1,10,1317,1430,A04
47,1,0,9,1662,1327,B01
39,1,1,10,1242,1313,A40
78,0,1,15,986,1289,B01
52,0,1,10,1376,1263,B02
50,0,1,30,1500,1732,A00
68,0,1,10,1883,2093,C00
17,0,0,20,1498,1500,B02
72,0,1,20,1814,2038,A44
80,1,1,10,1809,2058,A83
40,1,1,10,1838,2048,C40
32,2,1,10,2048,1885,A03
58,1,1,15,1436,2047,D00
79,0,0,10,1504,1387,C41
43,0,0,10,1315,1301,A40
23,2,0,10,1464,1310,D06
22,1,0,10,1730,1849,B01
93,1,1,10,1858,1939,E11
63,1,0,10,1850,1870,A04
35,1,0,25,1410,1561,A10
47,1,0,17,1670,1575,A03
156,0,1,10,1265,1461,B06
47,0,0,10,1455,1298,A25
36,0,1,90,1295,1675,C46
12,1,0,90,1672,1322,C57
51,1,0,10,2315,2200,B19
65,1,0,10,2196,1869,E95
15,0,0,30,1613,1309,B01
32,0,1,30,1364,1609,D00
57,0,0,15,1589,1500,C02
21,0,0,10,955,959,B00
61,0,0,15,1366,1090,C42
74,0,1,10,1785,1815,B18
53,0,0,10,1777,1453,B00
65,1,0,10,1620,1658,C30
55,0,0,10,1648,1630,C20
52,1,1,8,2259,2386,B20
79,1,0,12,1658,1444,C48
118,1,1,10,1669,1850,B25
22,1,1,11,1565,1652,C42
33,0,0,9,1620,1565,C46
58,0,1,10,1374,1549,C55
47,1,0,10,1527,1422,C25
58,0,1,17,1154,1490,C42
50,0,1,16,1160,1480,C49
39,0,0,12,1433,1515,C00
23,1,0,15,1387,1094,C46
52,0,1,60,1496,1305,C20
39,2,0,180,1195,1491,B25
44,0,1,10,1631,1540,A00
63,1,1,15,1500,1423,E20
47,0,0,10,1677,1508,C21
43,1,0,15,1494,1843,B10
57,1,0,15,1690,1501,C24
18,1,0,13,1352,1380,D00
51,1,1,13,1395,1338,C40
80,1,1,13,1349,1383,D00
29,1,1,13,1399,1335,C44
66,1,1,15,1405,1632,B12
72,0,1,10,1377,1392,C22
8,1,1,10,1391,1378,C22
83,1,0,10,1453,1389,A40
101,0,0,10,1251,1166,C41
32,0,1,8,1500,1383,D00
13,1,0,10,1375,1167,B07
20,1,0,10,1312,1274,A00
115,1,0,25,1527,1212,C45
71,1,0,25,1188,1597,C02
70,0,1,30,1458,1485,C22
76,0,1,30,1613,1472,C50
77,0,0,10,1498,1537,D06
82,1,1,10,1361,1481,B20
39,1,0,25,1470,1438,E61
46,1,0,10,1475,1387,A40
50,0,1,60,1301,1468,D00
89,0,0,8,1338,1539,B20
58,2,1,10,2096,1901,B13
68,1,1,10,1920,2087,D02
113,0,0,10,2084,2066,B70
47,1,0,10,2047,1710,B05
59,2,0,25,2063,2027,B06
55,1,0,10,2051,2072,C70
85,1,1,9,1867,1968,C50
69,0,0,15,1631,1698,C00
102,1,1,10,1619,1452,B00
113,1,0,15,1508,1586,D00
13,0,0,10,1812,1797,C30
7,2,0,15,1245,906,C00
15,1,0,15,1576,910,A00
19,1,0,10,1497,924,B07
30,2,1,20,1260,1211,C00
80,0,1,10,1350,1566,C30
63,2,0,8,1763,1318,C24
94,1,1,10,1384,1447,D30
37,1,0,8,1490,1463,C50
36,1,1,20,1408,1652,B06
118,0,1,10,1451,1409,C55
52,0,1,10,1465,1396,C40
112,1,1,15,1432,1513,C20
37,1,0,30,1640,1393,C55
46,1,0,10,1562,1149,A40
11,1,0,10,1510,1208,A00
16,1,0,10,1885,1291,C40
24,0,1,20,1377,1418,C20
17,1,0,15,1860,1381,C40
57,0,0,30,1290,1449,C41
19,0,0,30,1442,1297,C44
63,1,0,20,1478,1453,C20
2,1,0,20,1409,1723,C20
85,1,0,45,1711,1427,C42
53,1,0,10,1626,1433,A45
88,1,1,21,1252,1427,C41
46,1,1,30,1431,1658,C44
61,0,0,20,1578,1438,C42
93,1,0,30,1507,1448,C26
29,1,1,20,1456,1562,B30
51,0,0,45,1402,1462,D35
39,1,0,30,1436,1478,B02
58,0,1,30,1419,1428,C41
91,1,0,30,1553,1457,E10
131,1,0,20,1726,1432,C34
58,1,0,15,1889,1440,D35
19,0,0,15,966,869,C20
21,2,0,15,1015,897,B06
4,1,1,15,927,1055,A01
39,1,1,30,1435,1653,A00
3,1,0,14,1828,1500,B07
29,1,1,15,1247,1224,B05
39,1,0,14,1398,1412,C50
27,1,0,10,1224,1289,C41
40,1,0,15,1207,1367,C44
89,1,0,15,1359,1214,C42
22,0,1,8,1340,1197,D00
83,1,0,10,1391,1263,C68
126,0,1,15,1305,1250,A00
73,0,0,8,1215,1326,B01
46,0,1,10,1197,1151,C41
37,1,0,15,1500,1370,D12
78,0,1,15,1327,1490,C00
20,1,1,20,1299,1301,B01
62,2,1,10,1314,1520,C44
75,2,0,8,2003,1316,A40
62,2,1,15,1359,1170,C44
68,2,1,9,1312,1814,C30
55,0,0,8,1282,1129,A00
34,0,1,16,1337,1672,B20
21,0,0,16,1668,1360,B07
35,0,0,15,1449,1462,A53
74,0,1,11,1548,1476,B20
104,0,1,15,1486,1484,C44
77,1,0,30,1509,1454,A45
110,0,1,30,1499,1486,A01
77,2,0,15,1487,1521,A00
58,1,1,16,1510,1480,C61
14,1,1,30,1455,1493,B20
34,1,1,20,1507,1482,B21
52,0,1,30,1504,1467,B20
77,0,0,20,1462,1424,C41
56,1,0,30,1533,1593,D07
37,1,1,30,1547,1356,C41
36,2,1,30,1564,1814,C40
23,0,0,30,1548,1729,C45
40,1,1,30,1563,1469,C00
85,0,0,30,1551,1573,B02
48,1,0,30,1549,1109,B00
7,1,0,30,1536,1232,B01
35,0,0,30,1518,1762,C45
56,1,0,30,1514,1255,C45
65,0,0,30,1509,1253,C41
48,1,1,30,1520,1534,B88
25,1,0,30,1509,1499,C45
39,1,0,30,1506,1133,C44
88,1,1,30,1509,1639,B54
53,0,0,30,1500,1451,C00
16,1,1,30,1512,1503,C40
29,2,0,30,1489,1589,B00
28,2,1,30,1496,1646,C45
56,1,1,30,1507,1512,C00
73,1,1,30,1517,1569,B07
70,1,1,30,1524,1668,C45
49,1,0,30,1515,1437,C44
7,2,0,30,1508,1373,B01
44,1,1,30,1522,1461,B53
61,1,1,30,1536,1487,C42
50,1,1,30,1542,1763,C40
57,1,0,30,1524,1714,C44
39,1,0,30,1521,1150,B00
42,0,1,30,1540,1267,B25
28,1,1,30,1549,1647,C41
37,0,0,8,1456,1193,C44
46,1,1,8,1231,1177,C20
106,1,1,10,1726,1560,B00
85,0,0,10,1603,1641,A40
68,1,1,10,1647,1805,A45
13,1,0,10,1798,1654,C27
101,1,0,10,1617,1666,A00
58,1,1,10,1383,1662,C40
54,1,1,10,1567,1655,C40
72,1,1,10,1754,1641,A00
73,1,0,10,1809,1647,C40
86,2,1,10,1576,1638,C30
54,1,1,10,1652,1622,A40
134,2,1,10,1566,1612,C40
96,1,0,10,1604,1523,A45
70,2,1,10,1532,1595,C20
51,1,0,10,1735,1602,C40
75,1,1,10,1508,1594,B12
45,1,0,10,1645,1603,C40
63,1,0,10,2222,1604,A40
75,1,0,10,1666,1613,C40
56,1,1,10,1597,1603,C20
50,1,1,10,1582,1592,A40
66,1,1,10,1537,1583,C40
87,1,0,10,1704,1590,A40
47,1,0,10,1612,1601,C40
37,1,0,10,1692,1609,B12
138,2,1,10,1650,1597,C40
35,1,0,10,1816,1602,D31
74,1,1,10,1617,1593,D00
48,2,1,10,1563,1583,C23
46,1,1,10,1492,1574,C40
84,1,1,10,1589,1563,D02
22,2,1,10,1717,1547,C27
89,1,0,10,1566,1558,A40
82,2,1,10,1500,1551,A40
56,0,1,10,1558,1674,D03
141,1,0,10,1666,1566,C20
89,0,0,10,1594,1576,C20
82,0,1,10,1614,1564,C40
94,1,1,10,1535,1555,C40
46,1,1,10,1645,1541,A40
55,1,0,10,1696,1548,A00
124,0,1,10,1486,1539,C20
45,1,0,10,1557,1549,B12
89,1,0,10,1577,1559,C23
112,1,1,10,1570,1566,A40
116,2,1,10,1578,1559,A00
73,1,0,8,1432,1500,C41
44,1,1,180,1678,1416,B00
50,1,1,8,1169,1500,D07
23,1,0,25,1356,1135,A40
59,0,0,25,1349,1141,C00
56,1,1,25,1148,1336,A00
3,1,1,25,1500,1133,A04
52,2,1,25,1138,1377,A00
68,1,1,25,1144,1372,A00
2,2,1,25,1146,1572,A00
37,1,0,25,1491,1150,A04
33,1,0,25,1453,1154,A40
38,1,1,25,1161,1341,A00
35,0,0,25,1854,1162,C00
95,1,0,25,1620,1157,C00
45,1,1,25,1164,1345,A00
76,1,1,25,1168,1468,A00
27,1,0,25,1573,1170,C00
81,1,0,25,1242,1181,A00
50,1,1,25,1196,1130,A00
27,1,1,25,1199,1591,A00
38,1,1,25,1201,1632,A00
8,0,1,25,969,1195,C00
7,0,0,25,1178,1339,A00
37,0,0,25,1468,1182,C00
92,1,1,25,1191,1303,A00
55,0,0,25,1294,1201,C00
12,2,1,25,1252,1187,C00
95,0,0,25,1378,1194,A00
110,0,1,25,1431,1173,C00
103,0,0,25,1203,1185,C00
71,2,0,25,1236,1197,C01
122,0,1,25,1024,1152,A00
40,1,1,25,1160,1303,A00
35,1,0,25,1148,1114,A00
86,0,1,25,1327,1126,A40
55,0,0,25,1632,1128,B00
39,1,1,25,1414,1104,C00
61,0,0,25,1347,1110,C00
82,1,1,25,957,1101,A40
19,2,0,25,1300,1108,A40
12,1,1,25,1116,1292,A00
21,1,0,25,1569,1108,C00
60,2,1,25,1111,1521,A00
35,2,0,25,1312,1118,C00
21,1,0,25,1567,1120,C00
53,0,0,15,1905,1843,B00
40,1,1,15,1852,1896,A40
59,1,0,10,1888,1793,B01
61,2,0,9,1895,1858,B21
103,1,0,10,1879,1906,A40
142,0,1,10,2072,1855,A40
99,0,0,10,1788,1868,A00
45,1,0,8,1856,1895,C37
72,1,1,10,1756,1849,C00
61,1,1,8,1812,1829,C00
50,0,1,8,1841,1801,B21
73,2,0,8,1833,1752,C30
69,0,0,10,1953,1844,C00
99,1,0,10,2121,1838,A40
78,1,1,10,1752,1830,A00
89,0,0,10,1837,1852,A13
111,0,0,10,1926,1852,C02
66,0,1,8,1791,1843,A00
60,0,1,10,1497,2129,C48
58,2,1,10,2096,1901,B13
68,1,1,10,1920,2087,D02
113,0,0,10,2084,2066,B70
47,1,0,10,2047,1710,B05
59,2,0,25,2063,2027,B06
55,1,0,10,2051,2072,C70
85,1,1,9,1867,1968,C50
69,0,0,15,1631,1698,C00
102,1,1,10,1619,1452,B00
113,1,0,15,1508,1586,D00
13,0,0,10,1812,1797,C30
61,0,0,20,1439,1454,D02
59,1,0,10,1724,1721,C50
47,1,0,10,1687,1763,C51
41,1,0,10,1746,1772,C00
116,2,1,10,1624,1741,C20
77,1,0,10,1783,1841,D20
81,1,0,10,1811,1581,C50
18,1,1,10,1679,1695,A00
95,1,0,10,1500,1539,C00
62,0,1,10,1348,2208,A45
69,1,0,10,2207,1634,C41
189,2,0,10,2206,1723,E80
64,1,1,10,1725,2204,B90
77,1,0,10,2201,1849,A04
29,1,0,10,2192,2063,B07
86,1,1,10,1902,2188,B90
78,0,1,10,1620,2187,B10
117,1,0,15,2182,1999,B01
168,1,1,10,2188,2168,C88
27,1,0,10,1823,1600,C41
66,0,1,10,1909,1639,A46
61,2,0,10,1853,1923,A00
69,1,0,10,2121,1929,B43
74,2,1,10,1935,2124,E11
94,0,1,10,1916,1924,B40
75,1,0,10,1916,1791,A41
92,2,1,10,1931,1749,A84
76,0,1,10,1643,1927,A00
58,1,0,10,1801,1943,B42
119,0,0,10,1942,1466,D44
70,1,1,10,1957,1820,E15
121,2,0,10,1933,1970,A49
75,1,0,10,2016,1980,A15
109,0,0,10,1969,1971,D11
87,1,0,10,2168,1975,B09
77,1,0,10,1968,1817,A00
87,2,0,10,1961,1805,D78
91,0,0,10,1746,1979,B40
50,0,1,10,1878,1971,B41
29,0,0,10,2086,1979,B24
117,1,1,10,1992,1941,E60
47,1,0,10,1981,1977,D30
150,1,1,10,1880,1972,A45
10,1,0,10,1971,1244,D15
108,1,1,10,1452,1970,B21
42,1,1,10,1976,2152,A49
87,0,0,10,1970,1785,C01
69,2,0,10,2107,1978,B20
94,1,1,10,1981,2303,A49
56,1,1,10,1941,1971,B40
47,1,0,10,1953,2149,E10
113,2,0,10,2287,1956,B21
71,1,0,10,1929,1876,B01
28,1,1,10,1898,2055,A13
56,1,1,10,1768,1878,A34
31,1,0,10,1696,1896,B01
71,1,0,10,1881,1737,A04
64,1,1,10,1888,1875,A12
64,1,1,10,1886,1876,A03
59,1,0,10,1777,1867,D15
63,1,1,10,1626,1862,A01
69,0,0,10,1844,2056,D60
45,1,1,10,1810,1700,C53
62,2,1,10,1303,1634,C60
47,0,0,10,1278,1530,C60
30,1,0,10,1595,1281,C22
24,1,0,10,1267,1344,C68
82,1,0,30,1393,1285,D00
87,1,0,30,1279,1090,B02
19,1,0,8,1268,1255,C40
53,2,0,12,1331,1281,D00
39,0,0,10,1304,1292,A00
10,0,1,10,1305,1293,C00
51,0,0,10,1308,1317,C22
18,1,1,15,1296,1305,C54
112,0,1,10,1281,1765,C41
31,1,0,10,1893,1899,B02
63,1,0,10,1743,1910,B50
111,1,1,10,1990,1901,B40
42,1,1,10,1912,1958,B80
39,1,0,10,1947,1923,B77
121,1,0,10,1919,1640,C11
12,1,1,10,1681,1914,B50
47,0,0,10,1904,1841,B00
15,1,0,10,1903,1183,C46
60,0,1,10,1682,1015,D43
69,1,0,10,972,1484,B23
101,0,0,10,928,1442,C01
57,1,0,10,884,1415,B00
76,0,1,10,1187,845,B20
120,1,1,10,1450,789,B21
2,1,1,10,784,1006,C20
2,1,0,10,827,806,B01
2,1,0,10,1025,818,B01
2,1,0,10,1027,831,B01
2,1,1,15,837,1216,C20
2,1,1,15,844,1214,C20
2,1,1,10,856,1121,B02
2,1,1,10,889,850,C20
3,1,0,10,833,930,A40
2,1,0,10,955,965,B01
2,1,1,10,1004,999,B20
2,1,1,10,1042,1083,C20
2,1,0,10,1245,1069,B20
3,1,0,10,1121,1123,B20
3,1,0,10,1184,1187,C00
2,1,1,10,1253,1300,C20
3,1,0,15,1418,1271,C40
65,2,0,10,1508,1443,D00
57,0,0,10,1158,1155,C41
26,1,1,10,1101,1148,C22
16,1,1,10,1159,1165,B57
14,1,1,10,1166,1295,C41
4,1,0,10,1500,1168,C26
85,1,0,10,1157,1156,B00
44,1,1,10,984,1151,C26
61,0,0,10,1141,1127,C42
47,1,1,10,1150,1223,C41
27,2,0,10,1127,1166,C40
36,1,0,10,1177,1137,C42
92,1,1,10,1155,1125,C42
36,1,1,8,1890,1838,D30
42,1,1,8,1905,2026,A44
88,0,1,15,1702,1704,A20
112,2,1,15,1713,1743,D20
43,1,1,20,1642,1685,C50
120,0,1,15,1695,1679,D07
29,1,0,20,1703,1771,D85
94,0,1,20,1683,1734,A50
137,2,0,15,1647,1695,C70
84,0,1,10,1690,1700,A40
77,0,0,20,1702,1719,A00
59,1,0,15,1709,1725,C51
46,0,1,15,1736,1697,C24
39,0,0,15,1728,1706,C42
77,0,0,15,1694,1740,D31
99,1,0,15,1730,1704,C24
102,2,1,15,1714,1720,D31
112,0,1,15,1725,1694,A40
63,1,0,10,2212,2231,B20
349,2,0,10,2194,2240,D30
157,1,0,10,2162,2122,D31
23,1,0,10,2426,2178,C50
64,1,1,10,2196,2420,D35
46,1,0,10,2413,2219,E51
67,1,1,10,2247,2405,D35
43,1,0,15,1658,1309,C40
106,0,1,15,1512,1596,B23
90,1,1,15,1715,1660,C57
30,1,1,15,1345,1676,D00
111,0,0,10,1500,1503,C62
71,1,0,10,1875,1433,A00
142,1,1,25,1634,1334,C24
128,1,1,10,1495,1495,A04
130,2,1,15,1473,1484,B07
69,0,0,10,1469,1498,A00
67,0,0,10,1486,1538,D00
38,1,1,10,1468,1489,D31
29,1,0,10,1479,1478,B32
128,0,1,10,1470,1468,D31
52,0,1,10,1478,1468,C00
36,1,0,10,1457,1490,D00
63,1,0,10,1480,1467,C55
137,1,0,10,1479,1497,B01
54,1,1,10,1487,1599,C45
32,1,1,10,1496,1532,C45
55,1,0,10,1500,1504,A06
90,0,1,10,1512,1581,C45
53,1,0,10,1571,1521,C41
64,0,1,10,1506,1511,A00
37,1,0,10,1504,1522,D02
45,1,0,10,1594,1530,D00
92,0,1,10,1540,1558,B50
66,2,1,10,1440,1532,D30
22,1,0,10,1655,1540,C41
81,2,0,10,1528,1574,B01
51,0,0,10,1519,1539,C41
68,1,1,10,1550,1556,C41
64,1,0,10,1509,1550,B01
48,1,1,10,1561,1553,C40
72,1,1,10,1571,1574,B10
107,1,0,10,1561,1570,C00
65,0,0,10,1559,1572,A00
104,1,0,10,1560,1578,C00
66,1,1,10,1571,1564,C44
127,1,0,10,1552,1583,A00
88,1,1,10,1595,1536,C50
42,1,1,10,1603,1584,D00
95,1,0,10,1594,1594,C41
59,0,0,10,1583,1584,B40
38,2,1,10,846,2119,A04
72,0,1,10,2147,2113,C10
132,0,1,10,2192,2103,B54
22,1,0,10,2178,1955,A05
56,1,1,10,1928,2164,E32
113,1,0,12,1731,1675,B22
143,2,0,10,1663,1675,B23
54,1,1,20,1548,1663,B43
14,1,1,10,1737,1725,C45
38,1,1,10,2020,1846,C21
75,1,0,10,2148,2028,E98
108,0,1,10,2022,2016,E61
41,1,0,10,2014,1536,B01
80,2,1,10,2027,1993,B30
65,1,0,10,1875,2045,B23
33,1,0,10,2041,1740,B50
53,1,0,10,1741,2062,B50
84,0,1,10,2083,1762,B30
49,1,0,10,2082,1517,C21
20,1,1,10,1369,2082,A48
62,1,1,10,1243,2082,B20
51,1,0,10,2080,2093,B92
116,2,1,10,2135,1784,C53
96,1,1,10,1833,2131,B50
25,1,0,10,2097,2108,E24
82,1,1,10,2121,2086,B13
68,0,1,10,1659,2119,B50
37,1,0,10,2114,1867,C55
73,0,0,10,2113,1578,B00
64,0,1,10,1742,2111,B86
79,0,0,10,2101,2043,B13
83,0,0,10,2097,1826,C41
54,1,1,10,2049,2088,B94
73,0,0,10,1474,1621,B20
173,0,0,10,1449,1629,B70
67,1,0,10,1619,1614,C41
99,0,0,10,1881,1607,B70
103,0,0,10,1606,1557,B01
92,0,1,10,1620,1564,C40
64,0,1,10,1610,1635,B95
149,0,0,10,1644,1621,A00
106,0,1,10,1634,1573,B13
48,0,1,10,1695,1645,B21
23,1,1,10,1553,1687,C41
89,2,0,10,1694,1536,C26
51,0,0,10,1699,1706,D06
76,1,1,10,1715,1796,C26
56,1,1,10,1611,1706,A06
60,0,1,10,1718,1727,B11
62,1,1,10,1713,1706,D02
43,0,0,10,1559,1462,D02
37,1,0,10,1355,2052,C00
49,0,0,15,1251,1500,C65
39,1,0,10,1401,1354,B03
114,0,1,10,1500,1566,C68
173,2,0,10,1827,1941,A01
118,1,1,10,1828,1937,A01
20,1,1,10,1840,1805,A01
53,1,0,10,1872,1849,B10
63,0,0,10,1836,1942,A01
28,1,0,10,1934,1844,D06
59,1,1,10,1855,1823,A01
49,1,0,10,1843,1893,A01
57,0,0,10,1832,1808,A01
50,1,1,10,1896,1819,B00
55,0,0,10,1817,1838,A01
106,0,1,10,1825,1914,A01
104,0,1,10,1904,1812,B11
93,1,0,10,1838,1822,B18
62,1,1,10,1892,1809,B12
10,1,1,10,1817,1920,A01
95,2,0,10,1985,1823,B10
137,1,0,10,1902,1831,B12
24,1,1,10,1840,1893,A01
117,1,0,10,1830,1803,A01
85,2,0,10,1820,1808,A01
86,1,1,10,1819,1810,B12
60,1,1,10,1821,1799,B10
137,2,0,10,1787,1809,A01
105,2,0,10,1781,1798,B13
60,1,1,10,1810,1762,A01
151,1,0,15,1712,1797,B07
170,1,1,15,1746,1674,C44
46,1,1,15,1705,1737,C41
93,1,0,15,1652,1648,C55
8,1,1,15,1561,1556,C50
35,1,1,15,1594,1734,C50
13,1,0,15,1729,1620,A00
28,1,1,15,1699,1788,B13
29,1,0,15,1777,1887,C55
179,0,0,15,1500,1801,C23
52,1,1,10,2169,2166,A04
82,1,1,10,2166,2153,B00
85,1,0,10,2150,1784,B20
64,1,1,10,2156,2137,C01
35,1,0,10,2125,2072,D00
54,1,1,10,2211,2109,B06
49,1,0,10,2106,1725,A03
129,0,0,10,2113,2120,D00
29,1,0,10,2100,2276,E10
67,1,0,10,2095,1831,A57
64,1,1,10,1982,2085,C53
120,1,1,10,1868,2079,D34
43,0,0,10,2077,1509,D10
30,1,1,10,1573,2076,B07
44,1,1,8,1918,1888,D10
117,1,0,8,1874,1951,C11
38,1,1,8,1990,1859,D43
51,0,0,8,1841,2036,C11
139,1,0,10,1990,2119,C00
83,1,0,8,2125,2115,C00
62,1,0,8,2082,1796,D31
70,0,1,15,1738,1500,C02
17,0,0,11,1564,1500,C46
138,2,1,10,1539,1559,D20
65,1,0,10,1693,1661,B06
69,0,0,10,1679,1785,D01
116,2,1,10,1799,1665,C00
75,0,0,10,1636,1677,D00
57,1,1,10,1686,1723,A40
49,1,0,10,1713,1696,B01
78,0,1,10,1707,1702,E80
70,1,1,15,1901,1861,B06
59,1,0,10,1852,1781,A40
103,2,0,8,1572,1680,B20
53,1,0,10,1672,1574,B01
63,2,0,8,1661,1630,C00
38,1,1,10,1500,1654,B50
115,0,0,10,1154,1195,C44
27,1,1,10,2046,1929,B01
115,0,0,15,1594,1525,B01
2,1,1,20,1586,1333,D00
53,1,0,10,1639,1596,E00
57,1,1,10,1598,1940,B22
50,1,1,10,1612,1529,C65
55,1,0,10,1698,1621,C45
35,0,0,10,1619,1188,B01
104,1,1,10,1599,1608,C40
120,1,1,10,2039,2102,A22
47,1,0,10,2092,2048,B33
48,1,1,10,2109,1966,B70
52,1,1,10,1866,2104,C55
83,1,1,10,2117,2087,B01
107,1,0,10,2113,1838,C42
39,0,0,10,2104,1980,C06
64,1,1,10,1988,2095,C45
42,0,1,10,1872,2089,C50
145,1,0,10,2083,1876,C00
48,1,1,10,1775,2079,C21
43,1,0,10,2077,1694,B01
62,1,1,10,1628,2075,C55
32,1,0,10,2244,2082,D00
83,0,0,10,2080,1639,C62
70,1,1,10,2100,1827,C40
58,1,1,10,1702,2098,C50
52,1,1,10,2111,2084,C70
182,0,1,10,1746,2108,C50
56,0,1,10,1527,2108,A00
48,1,1,10,2126,1906,B21
54,1,1,10,1917,2121,C33
105,1,0,16,1548,1335,C40
22,0,1,16,1341,1542,C50
84,1,0,20,1258,1561,C23
44,0,1,20,1347,1554,A00
68,1,1,8,2166,2318,B12
93,1,0,8,2308,2173,B53
74,1,1,8,2180,2298,B12
63,1,0,10,1968,1626,C65
65,1,1,10,1637,1640,B27
17,2,0,10,1630,1649,D06
37,1,0,10,1643,1466,B90
55,1,0,10,1590,1656,C45
73,1,1,10,1671,1560,B10
35,1,0,10,1658,1683,C34
145,0,0,10,1670,1716,C57
56,0,1,10,1145,1669,D00
39,1,0,10,1655,1733,C57
146,2,1,10,1659,1979,A40
99,0,0,10,1650,1563,D02
57,1,1,10,1579,1641,C45
110,0,1,10,1649,1761,C00
51,1,1,10,1791,1633,C45
94,0,1,10,1569,1624,A00
45,1,0,10,1613,1593,C55
33,1,1,10,1523,1605,D02
54,1,1,10,1792,1588,C46
66,1,1,10,1600,1584,C54
93,1,0,10,1589,1563,B02
79,1,1,10,1593,1885,B90
78,1,1,10,1587,1582,A00
44,1,1,10,1592,1628,C00
53,2,0,10,1459,1191,B50
61,2,0,10,1332,1167,D11
24,1,1,10,1166,1422,D20
45,1,0,10,1473,1170,A45
16,0,1,10,1081,1133,B01
46,1,1,10,1151,1118,C40
71,0,0,10,1133,1161,C41
63,0,0,10,952,1159,B20
49,1,0,10,1194,1175,B23
7,1,0,10,1227,1192,B20
49,0,0,10,1217,1210,A45
134,0,1,10,1228,1262,B01
18,1,1,10,1244,1263,C42
99,1,0,10,1229,1133,C57
131,0,0,10,1334,1246,B54
60,1,1,10,1269,1269,B01
104,0,1,10,1393,1234,E61
44,1,1,10,1214,1594,C41
41,1,0,10,1793,1216,C01
